seed, runtime(s), ecmin
1, 42.35, 762
2, 41.77, 762
3, 44.51, 765
4, 42.14, 762
5, 47.41, 762
6, 48.65, 762
7, 45.54, 765
8, 40.70, 762
9, 43.90, 762
10, 45.97, 762
11, 44.00, 762
12, 50.04, 765
13, 50.24, 765
14, 39.48, 762
15, 39.52, 762
16, 39.73, 762
17, 42.72, 762
18, 40.67, 762
19, 44.86, 762
20, 39.21, 762
21, 37.36, 762
22, 38.98, 762
23, 39.70, 762
24, 38.78, 762
25, 38.85, 762
26, 37.68, 762
27, 40.31, 762
28, 39.85, 762
29, 40.29, 762
30, 39.37, 762
