seed, runtime(s), ecmin
1, 33.10, 699
2, 31.19, 699
3, 29.87, 702
4, 32.90, 699
5, 32.52, 696
6, 30.76, 696
7, 33.97, 696
8, 32.80, 693
9, 33.07, 693
10, 31.73, 693
11, 32.65, 693
12, 31.92, 699
13, 33.36, 696
14, 30.19, 690
15, 30.37, 696
16, 32.13, 696
17, 32.55, 699
18, 33.46, 699
19, 30.51, 696
20, 29.83, 696
21, 31.18, 696
22, 28.18, 696
23, 28.43, 699
24, 29.15, 696
25, 29.55, 693
26, 29.49, 690
27, 29.50, 696
28, 27.74, 696
29, 29.62, 696
30, 28.95, 696
