seed, runtime(s), ecmin
1, 15.15, 1296
2, 12.69, 1293
3, 11.87, 1296
4, 12.66, 1293
5, 11.27, 1299
6, 12.86, 1290
7, 12.20, 1287
8, 11.98, 1296
9, 11.08, 1296
10, 10.29, 1293
11, 8.38, 1293
12, 8.81, 1299
13, 9.06, 1290
14, 8.50, 1299
15, 8.25, 1293
16, 7.94, 1293
17, 8.43, 1290
18, 9.13, 1296
19, 9.96, 1293
20, 11.78, 1296
21, 12.73, 1290
22, 11.24, 1299
23, 13.25, 1296
24, 11.21, 1293
25, 11.94, 1293
26, 13.04, 1296
27, 8.62, 1296
28, 8.81, 1293
29, 9.24, 1293
30, 9.14, 1293
