seed, runtime(s), ecmin
1, 7.43, 693
2, 6.48, 690
3, 6.36, 690
4, 6.46, 693
5, 6.83, 693
6, 6.37, 687
7, 6.64, 690
8, 6.10, 690
9, 6.58, 696
10, 6.26, 690
11, 7.00, 696
12, 6.72, 690
13, 5.64, 693
14, 7.12, 690
15, 6.00, 693
16, 6.36, 690
17, 6.41, 687
18, 6.95, 693
19, 6.46, 687
20, 6.11, 690
21, 6.97, 690
22, 6.11, 690
23, 6.62, 690
24, 6.65, 690
25, 5.82, 696
26, 6.69, 690
27, 6.71, 693
28, 6.06, 693
29, 5.34, 696
30, 6.62, 693
