seed, runtime(s), ecmin
1, 29.12, 615
2, 26.41, 621
3, 29.23, 621
4, 27.48, 618
5, 28.39, 624
6, 31.00, 618
7, 27.56, 621
8, 27.56, 618
9, 28.11, 615
10, 27.70, 618
11, 26.56, 624
12, 27.69, 618
13, 27.95, 621
14, 28.11, 618
15, 26.30, 618
16, 27.95, 621
17, 26.20, 621
18, 26.11, 618
19, 26.78, 618
20, 25.40, 624
21, 25.25, 630
22, 26.79, 624
23, 25.37, 621
24, 28.76, 618
25, 27.95, 624
26, 25.80, 621
27, 24.61, 624
28, 26.08, 621
29, 25.21, 618
30, 27.09, 621
