seed, runtime(s), ecmin
1, 18.30, 1107
2, 22.12, 1104
3, 17.91, 1098
4, 13.99, 1095
5, 14.56, 1104
6, 14.94, 1101
7, 14.30, 1101
8, 14.81, 1101
9, 18.98, 1098
10, 20.64, 1101
11, 20.48, 1101
12, 19.44, 1104
13, 20.28, 1104
14, 20.57, 1101
15, 19.19, 1101
16, 19.66, 1104
17, 19.47, 1104
18, 20.82, 1098
19, 20.73, 1092
20, 21.30, 1098
21, 21.19, 1092
22, 17.16, 1101
23, 16.41, 1101
24, 15.13, 1098
25, 14.80, 1098
26, 15.67, 1104
27, 14.43, 1104
28, 15.12, 1101
29, 14.47, 1101
30, 13.49, 1104
