seed, runtime(s), ecmin
1, 17.36, 1755
2, 16.47, 1755
3, 16.27, 1758
4, 19.84, 1761
5, 21.10, 1755
6, 18.64, 1752
7, 19.74, 1755
8, 19.39, 1755
9, 19.95, 1755
10, 20.89, 1755
11, 19.74, 1758
12, 20.57, 1749
13, 18.07, 1755
14, 20.58, 1758
15, 20.22, 1758
16, 19.18, 1758
17, 19.51, 1752
18, 21.64, 1758
19, 19.28, 1749
20, 19.44, 1755
21, 19.48, 1755
22, 20.30, 1752
23, 19.79, 1758
24, 21.05, 1749
25, 18.00, 1758
26, 18.57, 1749
27, 15.90, 1755
28, 16.15, 1767
29, 15.96, 1752
30, 15.64, 1755
