seed, runtime(s), ecmin
1, 6.21, 990
2, 5.54, 999
3, 4.93, 993
4, 5.35, 1002
5, 4.53, 999
6, 5.10, 996
7, 4.73, 996
8, 5.14, 996
9, 4.74, 999
10, 5.17, 990
11, 4.42, 1005
12, 5.11, 996
13, 4.99, 999
14, 4.70, 996
15, 5.11, 996
16, 4.79, 999
17, 5.07, 1002
18, 4.61, 999
19, 4.69, 999
20, 4.31, 999
21, 5.15, 999
22, 4.82, 990
23, 4.21, 999
24, 5.07, 1002
25, 5.01, 999
26, 4.99, 996
27, 5.19, 993
28, 4.66, 999
29, 4.62, 999
30, 4.97, 996
