seed, runtime(s), ecmin
1, 14.31, 576
2, 12.73, 579
3, 13.11, 576
4, 13.16, 576
5, 13.11, 579
6, 13.66, 576
7, 12.63, 576
8, 12.48, 576
9, 13.52, 576
10, 13.61, 579
11, 13.03, 579
12, 11.33, 582
13, 12.45, 576
14, 12.50, 579
15, 12.95, 573
16, 12.41, 576
17, 12.94, 573
18, 13.15, 576
19, 12.48, 576
20, 12.88, 576
21, 11.99, 579
22, 12.26, 576
23, 12.94, 573
24, 12.38, 582
25, 12.51, 570
26, 12.50, 576
27, 12.81, 579
28, 11.88, 582
29, 12.47, 579
30, 12.58, 573
