seed, runtime(s), ecmin
1, 26.33, 798
2, 24.43, 798
3, 24.38, 798
4, 21.83, 798
5, 23.77, 801
6, 21.65, 798
7, 22.68, 804
8, 24.64, 798
9, 22.89, 801
10, 22.84, 798
11, 22.44, 798
12, 22.05, 801
13, 23.63, 795
14, 25.44, 801
15, 28.04, 798
16, 25.77, 804
17, 26.03, 798
18, 25.47, 798
19, 24.88, 804
20, 23.57, 804
21, 23.87, 798
22, 25.45, 801
23, 23.21, 801
24, 24.58, 798
25, 24.03, 804
26, 23.19, 798
27, 24.17, 804
28, 23.52, 795
29, 24.93, 801
30, 23.54, 798
