seed, runtime(s), ecmin
1, 10.29, 1290
2, 9.35, 1290
3, 9.03, 1287
4, 8.66, 1290
5, 8.59, 1293
6, 8.72, 1296
7, 9.04, 1296
8, 9.07, 1296
9, 9.29, 1296
10, 9.52, 1293
11, 9.15, 1293
12, 8.66, 1296
13, 8.29, 1290
14, 9.75, 1293
15, 9.10, 1290
16, 8.95, 1293
17, 8.69, 1296
18, 9.32, 1290
19, 8.99, 1290
20, 8.83, 1287
21, 9.54, 1293
22, 8.62, 1290
23, 9.23, 1290
24, 8.66, 1293
25, 8.32, 1290
26, 8.64, 1293
27, 8.00, 1287
28, 8.88, 1293
29, 8.26, 1290
30, 8.24, 1296
