seed, runtime(s), ecmin
1, 25.15, 549
2, 22.58, 552
3, 21.20, 549
4, 22.78, 552
5, 22.47, 549
6, 21.56, 555
7, 22.79, 552
8, 22.03, 552
9, 21.43, 555
10, 22.29, 552
11, 22.39, 552
12, 23.05, 552
13, 21.69, 552
14, 23.26, 552
15, 23.11, 552
16, 20.16, 552
17, 20.51, 552
18, 19.99, 552
19, 20.97, 555
20, 20.35, 552
21, 18.77, 552
22, 20.12, 549
23, 19.74, 552
24, 22.03, 552
25, 19.15, 549
26, 19.75, 552
27, 22.92, 552
28, 22.48, 549
29, 21.21, 552
30, 19.11, 552
