seed, runtime(s), ecmin
1, 25.64, 627
2, 23.01, 621
3, 23.70, 621
4, 25.96, 621
5, 23.91, 624
6, 23.48, 624
7, 23.23, 627
8, 24.55, 624
9, 23.35, 624
10, 23.31, 621
11, 22.67, 618
12, 24.73, 627
13, 22.91, 624
14, 23.86, 621
15, 22.66, 621
16, 21.91, 627
17, 21.82, 627
18, 21.98, 624
19, 21.90, 624
20, 22.98, 624
21, 22.86, 621
22, 25.66, 624
23, 22.04, 624
24, 22.61, 624
25, 21.59, 627
26, 21.80, 630
27, 21.82, 621
28, 20.68, 627
29, 22.53, 624
30, 23.29, 621
