seed, runtime(s), ecmin
1, 14.48, 1512
2, 12.83, 1512
3, 13.14, 1512
4, 13.10, 1506
5, 12.46, 1506
6, 12.81, 1500
7, 13.10, 1509
8, 12.80, 1512
9, 13.74, 1500
10, 12.93, 1512
11, 13.06, 1515
12, 13.25, 1509
13, 13.37, 1503
14, 13.04, 1509
15, 13.04, 1497
16, 13.04, 1506
17, 13.90, 1509
18, 13.00, 1509
19, 12.64, 1512
20, 12.77, 1500
21, 12.59, 1503
22, 12.74, 1500
23, 12.38, 1509
24, 12.99, 1521
25, 12.93, 1503
26, 13.75, 1506
27, 13.14, 1509
28, 13.01, 1497
29, 13.42, 1509
30, 13.03, 1512
