seed, runtime(s), ecmin
1, 19.08, 1110
2, 17.23, 1110
3, 16.45, 1104
4, 16.25, 1104
5, 21.63, 1104
6, 19.48, 1104
7, 17.12, 1104
8, 17.85, 1113
9, 18.47, 1110
10, 18.16, 1107
11, 17.03, 1095
12, 16.10, 1110
13, 16.66, 1113
14, 17.08, 1101
15, 17.26, 1107
16, 16.50, 1107
17, 16.55, 1107
18, 17.17, 1107
19, 17.00, 1104
20, 16.60, 1101
21, 18.47, 1107
22, 16.43, 1107
23, 17.65, 1104
24, 17.92, 1110
25, 17.59, 1101
26, 18.61, 1107
27, 18.81, 1107
28, 17.33, 1104
29, 18.17, 1104
30, 16.91, 1107
