seed, runtime(s), ecmin
1, 9.24, 864
2, 8.25, 870
3, 7.41, 867
4, 8.32, 861
5, 7.80, 864
6, 8.40, 867
7, 7.19, 864
8, 7.95, 864
9, 7.53, 864
10, 7.44, 864
11, 7.70, 861
12, 8.22, 864
13, 7.01, 870
14, 7.50, 861
15, 7.49, 864
16, 7.36, 867
17, 8.11, 864
18, 7.44, 858
19, 7.19, 864
20, 7.28, 861
21, 8.22, 861
22, 8.54, 861
23, 8.25, 864
24, 8.12, 861
25, 7.95, 864
26, 7.86, 861
27, 7.12, 867
28, 7.27, 858
29, 7.02, 861
30, 7.24, 867
