seed, runtime(s), ecmin
1, 11.00, 1914
2, 10.44, 1920
3, 10.43, 1917
4, 10.05, 1923
5, 10.45, 1917
6, 9.74, 1926
7, 10.06, 1917
8, 10.28, 1917
9, 9.88, 1917
10, 10.02, 1920
11, 9.16, 1923
12, 10.21, 1914
13, 9.49, 1917
14, 10.10, 1917
15, 9.82, 1911
16, 9.87, 1920
17, 9.53, 1914
18, 9.69, 1917
19, 9.80, 1917
20, 10.06, 1920
21, 9.32, 1920
22, 10.36, 1923
23, 9.79, 1911
24, 9.97, 1926
25, 9.76, 1923
26, 10.13, 1923
27, 9.66, 1914
28, 9.49, 1914
29, 9.34, 1920
30, 9.71, 1917
