seed, runtime(s), ecmin
1, 34.06, 2922
2, 31.47, 2919
3, 30.98, 2937
4, 30.03, 2922
5, 30.54, 2928
6, 31.15, 2922
7, 29.84, 2928
8, 31.36, 2931
9, 30.61, 2922
10, 30.41, 2931
11, 30.38, 2919
12, 29.85, 2922
13, 30.55, 2928
14, 29.85, 2925
15, 28.20, 2934
16, 29.06, 2925
17, 28.40, 2925
18, 28.40, 2928
19, 28.51, 2928
20, 29.46, 2922
21, 28.84, 2919
22, 30.23, 2922
23, 27.93, 2931
24, 28.55, 2928
25, 28.06, 2928
26, 28.48, 2925
27, 29.45, 2925
28, 28.06, 2928
29, 28.08, 2925
30, 27.52, 2925
