seed, runtime(s), ecmin
1, 26.59, 1392
2, 26.33, 1386
3, 42.69, 1386
4, 43.90, 1386
5, 41.19, 1383
6, 42.36, 1386
7, 41.20, 1386
8, 41.08, 1389
9, 43.81, 1389
10, 41.19, 1389
11, 41.63, 1383
12, 42.02, 1383
13, 41.79, 1383
14, 39.36, 1392
15, 40.13, 1386
16, 41.08, 1383
17, 41.16, 1392
18, 41.19, 1383
19, 41.21, 1380
20, 38.29, 1392
21, 37.42, 1386
22, 37.56, 1392
23, 35.95, 1389
24, 36.28, 1389
25, 36.21, 1398
26, 33.31, 1383
27, 33.43, 1389
28, 32.88, 1386
29, 39.51, 1386
30, 39.63, 1395
