seed, runtime(s), ecmin
1, 14.89, 1533
2, 12.00, 1533
3, 13.78, 1530
4, 12.52, 1536
5, 11.57, 1533
6, 10.06, 1533
7, 11.86, 1539
8, 12.96, 1536
9, 11.31, 1536
10, 11.80, 1536
11, 12.12, 1539
12, 11.50, 1536
13, 14.62, 1533
14, 11.30, 1536
15, 11.96, 1536
16, 9.84, 1536
17, 10.43, 1545
18, 10.18, 1536
19, 9.58, 1530
20, 8.99, 1536
21, 9.15, 1536
22, 9.57, 1530
23, 8.72, 1533
24, 9.24, 1533
25, 9.04, 1533
26, 9.51, 1530
27, 8.83, 1527
28, 9.05, 1536
29, 9.92, 1536
30, 8.72, 1533
