1, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1713 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
2, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
3, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
4, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
5, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
6, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
7, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
8, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
9, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
10, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
11, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
12, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
13, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
14, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
15, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
16, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
17, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
18, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
19, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1710 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
20, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
21, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
22, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
23, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
24, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
25, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
26, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
27, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
28, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1716 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
29, 1713 1716 1719 1710 1710 1713 1713 1713 1713 1716 1713 1713 1713 1713 1707 1713 1713 1707 1707 1716 1719 1710 1707 1710 1704 1710 1710 1719 1716 1710 
30, 1713 1716 1719 1710 1710 1713 1713 1710 1713 1716 1713 1713 1713 1713 1707 1713 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
31, 1713 1716 1719 1710 1710 1713 1713 1710 1713 1716 1713 1713 1713 1713 1707 1713 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
32, 1713 1716 1719 1710 1710 1713 1713 1710 1713 1716 1713 1713 1713 1713 1707 1710 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
33, 1713 1716 1719 1710 1710 1713 1713 1710 1713 1716 1713 1713 1713 1713 1707 1710 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
34, 1713 1716 1719 1710 1710 1713 1710 1707 1713 1716 1713 1713 1713 1713 1707 1710 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
35, 1713 1716 1719 1710 1710 1713 1710 1707 1713 1716 1713 1713 1713 1713 1707 1710 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
36, 1713 1716 1719 1710 1710 1713 1710 1707 1713 1716 1713 1713 1713 1713 1707 1710 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
37, 1713 1716 1719 1710 1710 1713 1710 1707 1713 1716 1713 1713 1713 1713 1707 1707 1713 1707 1707 1716 1719 1710 1707 1710 1704 1707 1710 1719 1716 1710 
38, 1713 1716 1719 1710 1710 1713 1710 1707 1713 1716 1713 1713 1713 1710 1707 1707 1707 1707 1707 1716 1716 1710 1707 1707 1704 1707 1710 1719 1716 1710 
39, 1713 1716 1719 1710 1710 1713 1710 1707 1713 1716 1713 1713 1713 1710 1707 1707 1707 1707 1704 1716 1716 1707 1707 1707 1704 1707 1710 1719 1716 1710 
40, 1713 1716 1719 1710 1710 1713 1710 1707 1713 1716 1713 1713 1713 1710 1707 1707 1707 1707 1704 1716 1716 1707 1707 1707 1704 1707 1710 1719 1716 1710 
