Seed, Runtime(s), ecmin
1, 38.40, 6291
2, 39.71, 6282
4, 39.90, 6291
3, 41.16, 6288
5, 36.28, 6279
6, 37.76, 6291
7, 39.02, 6285
8, 40.59, 6282
10, 39.13, 6282
9, 40.02, 6279
12, 41.02, 6273
11, 41.47, 6282
14, 41.61, 6276
13, 41.88, 6288
15, 35.72, 6279
16, 36.25, 6279
17, 36.83, 6282
18, 37.13, 6270
19, 35.15, 6291
20, 35.68, 6276
21, 36.01, 6285
22, 36.05, 6273
23, 36.45, 6285
24, 36.70, 6285
26, 36.33, 6285
25, 36.66, 6294
28, 36.36, 6282
27, 37.70, 6282
30, 36.03, 6291
29, 38.05, 6273
