Seed, Runtime(s), ecmin
1, 25.24, 2433
2, 28.81, 2433
4, 24.93, 2427
3, 27.12, 2439
6, 25.41, 2436
5, 25.65, 2430
7, 25.40, 2439
8, 26.42, 2433
9, 25.44, 2442
10, 25.82, 2436
12, 24.50, 2433
11, 25.83, 2442
13, 25.61, 2436
14, 27.16, 2421
16, 24.79, 2433
15, 25.42, 2442
17, 25.59, 2439
18, 26.88, 2439
19, 25.09, 2433
20, 27.03, 2433
22, 24.99, 2442
21, 27.01, 2436
23, 24.72, 2442
24, 26.27, 2442
26, 25.25, 2430
25, 25.46, 2436
28, 25.72, 2433
27, 25.75, 2436
30, 25.41, 2439
29, 28.16, 2436
