Seed, Runtime(s), ecmin
2, 27.20, 4551
1, 29.76, 4536
3, 28.69, 4533
4, 28.93, 4551
6, 28.97, 4533
5, 29.93, 4551
7, 28.76, 4557
8, 29.02, 4548
10, 27.36, 4551
9, 28.74, 4560
12, 27.54, 4554
11, 27.65, 4551
13, 26.94, 4551
14, 27.24, 4548
15, 27.67, 4542
16, 27.85, 4551
17, 29.60, 4533
18, 30.70, 4554
19, 31.16, 4554
20, 34.31, 4551
21, 34.01, 4560
22, 35.66, 4554
23, 31.21, 4554
24, 31.67, 4548
25, 30.95, 4551
26, 31.46, 4542
27, 26.90, 4551
28, 27.05, 4566
29, 27.65, 4557
30, 30.62, 4548
