Seed, Runtime(s), ecmin
2, 15.79, 6225
1, 15.83, 6246
4, 15.78, 6231
3, 16.01, 6231
6, 15.71, 6240
5, 16.90, 6240
7, 16.34, 6234
8, 16.82, 6231
10, 16.01, 6249
9, 16.69, 6240
12, 16.32, 6237
11, 16.46, 6240
13, 16.34, 6240
14, 16.41, 6225
15, 15.77, 6240
16, 17.04, 6225
18, 15.60, 6243
17, 15.99, 6228
20, 15.89, 6234
19, 16.71, 6234
21, 15.86, 6243
22, 16.68, 6228
24, 15.63, 6234
23, 15.78, 6240
26, 15.63, 6243
25, 16.28, 6237
28, 15.74, 6234
27, 15.83, 6237
29, 15.44, 6237
30, 16.77, 6228
