Seed, Runtime(s), ecmin
1, 9.70, 2496
2, 10.46, 2484
3, 10.66, 2496
4, 11.29, 2490
6, 10.05, 2502
5, 10.21, 2499
8, 10.32, 2493
7, 10.56, 2496
9, 9.58, 2502
10, 10.37, 2499
12, 9.49, 2496
11, 9.75, 2496
13, 8.67, 2496
14, 9.75, 2502
16, 9.43, 2490
15, 9.82, 2493
17, 9.21, 2496
18, 9.98, 2493
19, 10.38, 2502
20, 10.62, 2493
22, 9.39, 2499
21, 10.09, 2502
24, 8.74, 2490
23, 10.42, 2496
25, 9.60, 2496
26, 9.83, 2499
28, 9.97, 2499
27, 10.58, 2496
29, 9.08, 2496
30, 9.98, 2493
