Seed, Runtime(s), ecmin
1, 12.85, 1188
2, 12.86, 1188
4, 12.78, 1188
3, 13.80, 1185
6, 12.88, 1185
5, 14.05, 1185
8, 12.97, 1185
7, 14.06, 1185
10, 12.67, 1185
9, 13.51, 1179
12, 13.58, 1185
11, 14.01, 1182
14, 14.03, 1185
13, 14.24, 1182
15, 13.12, 1185
16, 13.78, 1188
18, 12.90, 1188
17, 13.68, 1188
20, 12.84, 1188
19, 13.25, 1185
21, 13.10, 1185
22, 13.56, 1185
24, 12.78, 1185
23, 13.61, 1182
25, 13.03, 1185
26, 13.52, 1188
28, 12.96, 1185
27, 13.99, 1185
29, 12.53, 1188
30, 13.14, 1182
