Seed, Runtime(s), ecmin
2, 20.80, 897
1, 23.78, 897
3, 19.75, 903
4, 20.66, 903
6, 18.64, 894
5, 20.47, 900
8, 18.60, 903
7, 18.97, 900
9, 19.21, 894
10, 20.62, 900
12, 19.07, 897
11, 19.11, 900
14, 19.63, 897
13, 20.15, 897
16, 19.01, 897
15, 20.73, 897
18, 18.96, 903
17, 19.61, 900
19, 19.02, 900
20, 23.51, 888
21, 19.48, 894
22, 19.72, 900
24, 20.19, 900
23, 21.48, 897
26, 20.93, 891
25, 24.30, 891
27, 21.96, 900
28, 22.17, 897
29, 20.13, 900
30, 23.25, 897
