Seed, Runtime(s), ecmin
1, 8.36, 1929
2, 9.02, 1926
4, 8.93, 1926
3, 9.24, 1926
6, 8.31, 1932
5, 8.75, 1926
7, 9.11, 1926
8, 9.15, 1929
10, 8.81, 1932
9, 9.21, 1926
12, 8.36, 1926
11, 8.56, 1926
14, 8.85, 1929
13, 9.67, 1923
15, 8.29, 1926
16, 8.83, 1929
18, 8.43, 1926
17, 9.00, 1923
20, 8.53, 1926
19, 9.54, 1926
21, 8.61, 1929
22, 9.51, 1926
23, 8.68, 1926
24, 9.45, 1923
25, 9.16, 1926
26, 9.76, 1929
28, 8.59, 1929
27, 8.83, 1926
29, 8.90, 1929
30, 8.92, 1929
