Seed, Runtime(s), mecmin
1, 53.38, 36
2, 55.84, 33
3, 53.27, 40
4, 54.91, 39
6, 54.32, 41
5, 59.25, 38
7, 53.05, 36
8, 54.84, 41
10, 52.07, 38
9, 52.95, 39
12, 53.84, 39
11, 58.57, 37
13, 54.09, 38
14, 55.82, 36
16, 51.47, 39
15, 53.14, 43
18, 57.88, 42
17, 58.99, 41
20, 51.32, 37
19, 51.90, 38
22, 51.47, 38
21, 52.59, 37
24, 56.47, 36
23, 57.44, 39
25, 57.82, 35
26, 57.98, 36
28, 50.62, 38
27, 54.02, 37
29, 54.00, 38
30, 55.89, 39
