Seed, Runtime(s), mecmin
2, 20.20, 33
1, 22.45, 36
4, 19.65, 36
3, 21.11, 33
5, 21.35, 35
6, 23.10, 36
7, 19.28, 33
8, 21.52, 36
10, 19.54, 36
9, 21.88, 33
11, 19.86, 36
12, 21.09, 33
14, 21.07, 36
13, 21.34, 36
15, 19.52, 36
16, 21.62, 36
18, 19.06, 36
17, 21.87, 36
19, 20.43, 36
20, 23.51, 36
21, 18.63, 36
22, 19.58, 33
24, 21.70, 36
23, 22.30, 36
26, 21.46, 29
25, 23.23, 33
28, 17.66, 35
27, 18.30, 38
29, 21.09, 36
30, 22.43, 33
