Seed, Runtime(s), mecmin
2, 29.75, 35
1, 30.19, 33
4, 30.33, 30
3, 31.75, 32
6, 29.58, 35
5, 29.74, 33
7, 30.76, 33
8, 32.48, 32
10, 29.50, 34
9, 33.44, 33
12, 37.59, 35
11, 39.04, 35
14, 35.48, 34
13, 36.12, 34
15, 37.74, 35
16, 39.82, 33
17, 36.09, 35
18, 37.44, 35
19, 34.38, 35
20, 38.38, 34
22, 33.89, 35
21, 37.89, 32
23, 36.43, 35
24, 36.81, 32
25, 33.72, 35
26, 39.46, 33
28, 33.75, 33
27, 33.78, 35
29, 37.87, 33
30, 40.83, 33
