Seed, Runtime(s), mecmin
1, 31.23, 213
2, 32.37, 228
4, 31.42, 213
3, 31.98, 228
5, 30.90, 222
6, 32.46, 229
8, 31.54, 231
7, 32.12, 211
9, 31.63, 192
10, 31.98, 197
12, 30.58, 216
11, 30.97, 210
14, 31.45, 210
13, 31.56, 201
15, 30.72, 216
16, 32.76, 189
18, 31.94, 237
17, 32.17, 204
20, 29.66, 225
19, 32.71, 201
22, 31.42, 223
21, 33.29, 195
24, 30.36, 204
23, 32.17, 216
25, 29.86, 201
26, 30.53, 192
28, 30.72, 207
27, 31.30, 207
30, 30.96, 219
29, 32.25, 181
