Seed, Runtime(s), mecmin
1, 79.09, 24
2, 83.39, 27
4, 73.30, 24
3, 78.99, 24
5, 73.18, 27
6, 83.43, 23
8, 79.54, 24
7, 84.61, 22
10, 80.88, 24
9, 82.16, 26
12, 78.61, 27
11, 84.27, 24
13, 78.26, 24
14, 78.45, 24
16, 77.10, 23
15, 81.75, 23
18, 79.84, 23
17, 83.29, 23
19, 70.07, 24
20, 75.47, 23
21, 71.37, 26
22, 80.68, 27
23, 73.40, 24
24, 83.78, 23
25, 76.74, 23
26, 80.09, 24
28, 69.21, 24
27, 79.81, 23
29, 72.10, 27
30, 85.58, 24
