Seed, Runtime(s), mecmin
1, 56.79, 33
2, 56.86, 33
4, 55.54, 35
3, 55.86, 35
6, 56.91, 35
5, 57.87, 35
8, 54.71, 35
7, 57.20, 35
9, 54.69, 35
10, 54.87, 36
11, 59.85, 35
12, 63.05, 35
14, 50.64, 35
13, 55.42, 33
16, 61.05, 35
15, 61.24, 33
18, 62.07, 36
17, 64.64, 35
19, 57.28, 35
20, 60.98, 33
22, 61.38, 37
21, 64.13, 35
23, 56.70, 35
24, 57.26, 35
25, 62.16, 35
26, 62.80, 35
28, 56.79, 33
27, 61.66, 33
30, 56.84, 36
29, 59.51, 33
