Seed, Runtime(s), mecmin
1, 31.97, 83
2, 32.63, 80
4, 25.74, 89
3, 26.77, 83
5, 25.98, 79
6, 28.22, 86
8, 29.82, 77
7, 30.59, 83
10, 26.49, 83
9, 26.53, 74
11, 26.70, 80
12, 27.40, 83
13, 26.14, 80
14, 28.63, 83
15, 25.95, 74
16, 29.88, 89
18, 28.20, 86
17, 28.27, 80
19, 24.58, 89
20, 28.08, 81
21, 27.33, 76
22, 28.51, 80
24, 28.03, 77
23, 28.55, 69
26, 25.90, 83
25, 27.49, 89
27, 26.80, 86
28, 28.41, 68
29, 26.57, 80
30, 27.76, 89
