Seed, Runtime(s), mecmin
2, 14.99, 143
1, 15.25, 140
3, 15.20, 141
4, 15.61, 146
5, 14.93, 137
6, 16.02, 144
8, 14.91, 143
7, 15.06, 150
10, 15.56, 146
9, 15.74, 141
12, 15.60, 152
11, 15.74, 141
14, 14.62, 152
13, 15.45, 143
15, 15.22, 151
16, 15.22, 146
17, 14.69, 140
18, 15.67, 149
20, 14.99, 146
19, 15.08, 144
21, 14.60, 146
22, 15.03, 140
23, 15.00, 155
24, 15.36, 143
25, 15.31, 144
26, 16.09, 141
27, 15.58, 149
28, 15.68, 152
30, 15.27, 146
29, 15.49, 149
