Seed, Runtime(s), mecmin
2, 4.05, 60
1, 4.09, 59
3, 3.78, 59
4, 4.71, 59
5, 4.42, 59
6, 4.55, 59
8, 4.19, 59
7, 4.45, 59
9, 3.95, 59
10, 4.34, 59
11, 4.21, 59
12, 4.54, 59
14, 4.38, 59
13, 4.56, 59
16, 4.56, 59
15, 4.61, 59
17, 4.65, 59
18, 4.69, 60
20, 4.37, 59
19, 4.59, 59
22, 4.23, 59
21, 4.53, 59
24, 4.04, 59
23, 4.16, 59
26, 3.98, 59
25, 4.58, 59
27, 4.15, 59
28, 4.51, 59
30, 4.36, 59
29, 4.56, 59
