Seed, Runtime(s), mecmin
2, 5.81, 80
1, 6.29, 123
3, 6.26, 117
4, 7.05, 96
6, 6.55, 95
5, 6.86, 107
8, 6.46, 107
7, 6.92, 96
10, 6.57, 81
9, 6.71, 80
12, 6.38, 80
11, 6.93, 81
13, 6.72, 101
14, 6.89, 95
15, 7.39, 82
16, 7.92, 144
17, 6.63, 101
18, 6.81, 81
20, 6.65, 84
19, 6.84, 105
21, 6.37, 83
22, 6.62, 80
24, 6.44, 92
23, 6.50, 101
26, 6.82, 95
25, 6.87, 104
27, 6.25, 80
28, 6.47, 80
29, 6.24, 83
30, 6.58, 80
