Seed, Runtime(s), mecmin
2, 45.56, 98
1, 47.28, 99
4, 50.33, 98
3, 51.52, 99
6, 41.80, 98
5, 43.25, 93
7, 41.94, 98
8, 44.49, 95
9, 39.48, 94
10, 41.84, 92
12, 40.96, 96
11, 41.88, 95
13, 40.69, 99
14, 43.43, 98
16, 40.39, 99
15, 43.60, 95
17, 41.21, 101
18, 41.57, 96
20, 37.82, 98
19, 39.42, 97
21, 41.08, 98
22, 46.33, 95
23, 39.54, 93
24, 42.38, 92
25, 42.37, 96
26, 42.83, 90
27, 42.88, 99
28, 44.54, 98
29, 40.24, 95
30, 43.72, 87
