Seed, Runtime(s), mecmin
2, 27.02, 233
1, 27.93, 198
4, 26.09, 234
3, 27.53, 174
6, 26.25, 228
5, 27.41, 206
8, 27.02, 230
7, 27.60, 195
10, 24.76, 215
9, 27.11, 197
12, 27.32, 171
11, 27.51, 191
13, 26.30, 183
14, 27.52, 204
16, 26.40, 233
15, 28.28, 195
17, 26.81, 228
18, 27.33, 234
19, 24.93, 228
20, 25.82, 216
21, 26.92, 162
22, 27.22, 165
24, 27.67, 180
23, 28.22, 197
26, 27.45, 197
25, 28.17, 231
27, 26.48, 198
28, 28.46, 200
29, 24.88, 215
30, 27.18, 228
