Seed, Runtime(s), mecmin
2, 5.91, 41
1, 6.25, 42
3, 5.43, 36
4, 5.57, 39
6, 4.96, 39
5, 5.57, 39
7, 5.23, 38
8, 5.46, 39
10, 5.25, 45
9, 5.34, 41
12, 4.52, 39
11, 4.76, 38
14, 5.10, 39
13, 5.15, 45
15, 5.24, 41
16, 5.26, 42
17, 5.22, 38
18, 5.32, 44
20, 4.54, 44
19, 5.42, 45
21, 5.32, 42
22, 5.55, 44
24, 5.03, 39
23, 5.31, 39
26, 5.01, 48
25, 5.38, 47
27, 4.82, 42
28, 5.16, 38
29, 4.49, 38
30, 5.09, 38
