Seed, Runtime(s), mecmin
2, 52.82, 62
1, 55.48, 63
4, 50.40, 63
3, 54.57, 63
5, 47.96, 63
6, 48.43, 64
8, 50.83, 64
7, 52.03, 63
10, 47.67, 63
9, 49.61, 63
12, 49.26, 63
11, 49.79, 64
14, 48.87, 63
13, 53.12, 63
15, 49.13, 64
16, 49.39, 63
18, 49.56, 63
17, 50.99, 63
19, 48.62, 63
20, 53.22, 64
22, 53.74, 62
21, 59.20, 63
24, 49.61, 62
23, 54.25, 63
25, 48.83, 64
26, 49.03, 63
27, 50.16, 64
28, 52.02, 63
29, 46.25, 64
30, 46.54, 63
