Seed, Runtime(s), mecmin
1, 4.34, 26
2, 5.32, 26
4, 5.85, 23
3, 6.56, 26
6, 6.24, 26
5, 6.23, 29
7, 5.97, 26
8, 6.49, 26
10, 5.80, 26
9, 6.16, 26
12, 5.36, 26
11, 5.98, 26
14, 5.35, 26
13, 6.08, 26
15, 5.07, 23
16, 5.84, 26
18, 5.42, 27
17, 5.46, 26
20, 5.34, 26
19, 5.80, 26
22, 4.38, 26
21, 5.73, 26
23, 4.97, 26
24, 5.95, 26
26, 5.26, 23
25, 5.41, 26
27, 4.67, 26
28, 4.87, 26
29, 4.96, 26
30, 5.76, 26
