Seed, Runtime(s), mecmin
1, 24.25, 38
2, 26.78, 37
3, 24.03, 35
4, 25.00, 33
6, 26.08, 37
5, 26.78, 35
7, 25.53, 38
8, 26.48, 36
10, 25.33, 36
9, 25.95, 35
11, 25.67, 36
12, 26.22, 35
13, 24.60, 37
14, 26.92, 35
15, 23.38, 37
16, 23.62, 37
17, 22.80, 34
18, 24.04, 37
20, 24.89, 36
19, 25.21, 36
21, 22.14, 37
22, 24.49, 35
24, 23.41, 35
23, 24.14, 34
25, 24.20, 34
26, 24.45, 35
27, 21.50, 37
28, 21.69, 35
29, 21.80, 37
30, 22.55, 37
