Seed, Runtime(s), mecmin
2, 10.54, 17
1, 11.71, 15
4, 10.66, 15
3, 11.16, 15
5, 10.29, 16
6, 10.38, 17
8, 9.10, 17
7, 9.36, 20
9, 10.50, 15
10, 11.68, 15
11, 11.01, 17
12, 11.66, 15
13, 10.54, 15
14, 12.30, 15
16, 10.44, 15
15, 10.59, 15
18, 10.11, 16
17, 10.67, 15
20, 10.40, 17
19, 11.73, 15
21, 10.25, 16
22, 10.61, 15
23, 10.39, 15
24, 10.97, 15
25, 10.99, 15
26, 11.32, 17
27, 11.43, 15
28, 11.60, 20
29, 9.82, 15
30, 10.65, 18
