Seed, Runtime(s), mecmin
2, 49.48, 48
1, 50.66, 47
3, 48.99, 45
4, 52.44, 50
5, 49.25, 44
6, 52.53, 50
7, 46.89, 42
8, 47.40, 48
9, 41.89, 49
10, 48.54, 49
11, 48.74, 48
12, 50.53, 47
14, 46.98, 50
13, 50.53, 50
16, 44.88, 47
15, 51.42, 50
17, 45.02, 48
18, 45.61, 47
20, 46.79, 47
19, 51.17, 47
22, 46.59, 48
21, 48.44, 44
23, 43.30, 48
24, 46.63, 45
25, 42.99, 46
26, 46.67, 42
27, 46.73, 45
28, 48.95, 50
29, 45.55, 47
30, 49.21, 49
