Seed, Runtime(s), mecmin
2, 8.42, 57
1, 8.66, 74
4, 8.58, 57
3, 8.75, 59
6, 8.45, 60
5, 8.73, 56
7, 8.30, 60
8, 8.89, 56
10, 7.59, 58
9, 8.15, 56
11, 8.58, 54
12, 8.77, 59
13, 8.48, 56
14, 9.21, 56
16, 8.35, 59
15, 8.46, 56
17, 8.74, 51
18, 8.89, 50
20, 8.20, 54
19, 8.57, 50
22, 8.67, 59
21, 9.36, 59
23, 8.71, 59
24, 8.80, 57
26, 7.55, 59
25, 8.36, 59
27, 8.41, 56
28, 8.92, 50
29, 8.59, 56
30, 8.95, 45
