Seed, Runtime(s), mecmin
2, 30.68, 86
1, 30.75, 84
4, 29.95, 79
3, 30.98, 83
6, 29.23, 83
5, 30.68, 84
8, 29.26, 84
7, 29.93, 84
9, 31.30, 81
10, 32.95, 74
11, 28.89, 80
12, 31.49, 83
14, 29.35, 86
13, 29.51, 82
16, 28.86, 81
15, 30.27, 86
18, 29.91, 89
17, 30.84, 80
19, 31.15, 80
20, 31.97, 83
21, 27.62, 82
22, 28.96, 87
23, 28.20, 81
24, 31.64, 78
26, 28.01, 82
25, 29.25, 79
27, 28.88, 87
28, 30.19, 79
29, 30.54, 75
30, 31.21, 77
