Seed, Runtime(s), mecmin
2, 8.32, 48
1, 8.73, 48
4, 7.77, 48
3, 7.81, 47
6, 7.28, 44
5, 7.59, 47
7, 6.39, 47
8, 7.37, 47
10, 7.91, 47
9, 7.93, 44
12, 8.00, 47
11, 8.02, 47
13, 7.96, 50
14, 8.39, 44
16, 9.20, 44
15, 9.35, 44
17, 8.80, 44
18, 9.61, 44
20, 8.17, 44
19, 8.24, 44
22, 8.52, 47
21, 9.14, 47
24, 8.73, 47
23, 9.07, 50
25, 7.79, 44
26, 8.56, 44
28, 8.53, 47
27, 8.88, 44
30, 7.91, 47
29, 8.98, 47
