Seed, Runtime(s), mecmin
1, 26.58, 24
2, 26.73, 23
3, 23.97, 23
4, 26.55, 22
5, 25.84, 21
6, 27.31, 21
7, 25.27, 21
8, 25.33, 22
10, 23.50, 24
9, 25.02, 23
12, 23.57, 23
11, 24.05, 20
13, 24.56, 22
14, 24.70, 22
16, 21.69, 24
15, 23.90, 21
17, 21.77, 23
18, 24.12, 23
20, 24.66, 22
19, 26.00, 21
21, 23.05, 22
22, 26.90, 24
24, 26.08, 22
23, 29.73, 24
25, 25.99, 23
26, 26.73, 22
28, 27.10, 23
27, 28.10, 22
29, 25.38, 22
30, 26.73, 22
