Seed, Runtime(s), mecmin
2, 10.87, 272
1, 10.89, 267
3, 9.85, 285
4, 10.83, 269
6, 11.07, 270
5, 11.28, 293
7, 11.08, 281
8, 11.22, 282
10, 11.04, 266
9, 11.23, 267
11, 10.85, 270
12, 11.41, 267
14, 10.77, 269
13, 11.14, 278
16, 10.72, 267
15, 11.52, 267
18, 10.71, 269
17, 11.36, 269
19, 11.20, 267
20, 11.21, 272
21, 11.03, 278
22, 11.09, 287
23, 10.78, 275
24, 10.94, 266
26, 10.89, 266
25, 11.19, 266
27, 10.56, 266
28, 11.39, 266
29, 10.30, 269
30, 10.88, 267
