Seed, Runtime(s), mecmin
2, 35.56, 100
1, 37.86, 84
3, 37.47, 89
4, 41.36, 87
6, 36.85, 93
5, 38.77, 94
7, 35.96, 96
8, 36.76, 102
10, 36.41, 90
9, 37.58, 98
11, 37.89, 89
12, 39.08, 92
13, 35.41, 94
14, 38.39, 93
15, 41.12, 84
16, 42.02, 85
17, 37.88, 84
18, 39.02, 84
19, 36.14, 97
20, 37.99, 90
21, 35.74, 90
22, 37.82, 89
24, 38.12, 85
23, 40.60, 84
25, 39.97, 89
26, 40.08, 87
27, 36.78, 93
28, 39.44, 96
29, 37.73, 86
30, 38.99, 93
