Seed, Runtime(s), mecmin
2, 13.40, 55
1, 14.00, 56
3, 13.05, 54
4, 14.00, 59
5, 13.86, 60
6, 14.24, 60
7, 14.00, 57
8, 14.83, 59
10, 13.77, 56
9, 14.36, 60
12, 14.27, 55
11, 14.99, 54
14, 13.33, 60
13, 14.13, 55
16, 13.41, 60
15, 14.42, 56
17, 13.77, 59
18, 14.58, 62
19, 14.07, 54
20, 14.82, 58
21, 13.53, 54
22, 14.93, 60
24, 12.99, 57
23, 14.94, 60
26, 13.98, 56
25, 14.52, 56
27, 14.12, 55
28, 14.81, 57
30, 13.88, 57
29, 14.94, 60
