Seed, Runtime(s), mecmin
1, 11.42, 131
2, 12.69, 161
3, 12.25, 113
4, 12.49, 125
5, 11.99, 140
6, 12.55, 131
8, 11.80, 128
7, 12.39, 107
9, 12.36, 150
10, 12.46, 162
11, 11.96, 128
12, 12.37, 128
13, 12.18, 126
14, 12.57, 125
15, 11.99, 165
16, 12.00, 128
17, 12.35, 128
18, 12.67, 152
19, 11.51, 132
20, 12.57, 113
21, 12.00, 134
22, 11.99, 149
24, 11.61, 131
23, 12.52, 129
26, 12.38, 126
25, 12.69, 134
27, 11.79, 129
28, 12.65, 131
30, 11.77, 129
29, 12.04, 132
