Seed, Runtime(s), mecmin
1, 10.69, 74
2, 11.18, 71
3, 9.89, 90
4, 11.40, 72
6, 9.99, 76
5, 10.55, 86
8, 10.50, 77
7, 11.13, 77
9, 11.57, 77
10, 12.05, 83
12, 10.96, 66
11, 11.21, 78
13, 11.33, 77
14, 11.61, 78
16, 10.23, 78
15, 11.40, 75
18, 10.64, 78
17, 11.34, 78
19, 11.52, 78
20, 11.54, 84
22, 11.02, 80
21, 11.29, 81
24, 11.40, 80
23, 11.56, 74
25, 10.40, 82
26, 11.25, 73
27, 10.59, 78
28, 11.04, 77
29, 9.66, 78
30, 11.22, 77
