Seed, Runtime(s), mecmin
2, 9.63, 66
1, 10.25, 69
4, 9.17, 71
3, 9.64, 59
5, 9.35, 65
6, 10.04, 65
7, 9.64, 66
8, 9.84, 69
10, 9.67, 68
9, 10.46, 69
12, 9.99, 69
11, 10.79, 71
13, 9.30, 65
14, 9.64, 68
16, 8.97, 65
15, 9.86, 66
18, 9.97, 71
17, 10.24, 65
20, 10.06, 72
19, 10.18, 63
21, 9.27, 68
22, 9.86, 65
23, 10.13, 71
24, 10.17, 66
26, 9.83, 65
25, 10.87, 60
27, 10.60, 66
28, 10.92, 65
30, 9.82, 62
29, 10.02, 68
