Seed, Runtime(s), mecmin
2, 11.12, 287
1, 11.48, 272
4, 11.21, 266
3, 11.45, 332
6, 11.84, 284
5, 12.07, 267
8, 11.44, 267
7, 11.49, 266
9, 11.11, 266
10, 11.16, 272
11, 11.22, 267
12, 11.25, 299
14, 10.80, 272
13, 10.92, 365
16, 11.30, 267
15, 11.53, 266
18, 10.44, 281
17, 11.51, 267
19, 10.62, 299
20, 11.70, 272
21, 11.97, 273
22, 12.69, 279
23, 10.81, 269
24, 11.49, 266
25, 11.37, 282
26, 11.66, 272
27, 11.53, 266
28, 11.73, 267
29, 10.59, 297
30, 10.77, 407
