Seed, Runtime(s), mecmin
1, 22.54, 37
2, 22.92, 35
4, 22.78, 36
3, 23.82, 34
5, 22.95, 35
6, 23.36, 32
7, 22.02, 36
8, 23.69, 35
10, 21.85, 35
9, 22.04, 35
11, 22.92, 37
12, 24.96, 35
13, 22.16, 35
14, 24.02, 37
16, 22.09, 36
15, 23.84, 34
18, 21.96, 37
17, 23.58, 35
20, 23.23, 36
19, 26.78, 37
21, 24.08, 36
22, 25.09, 37
23, 23.07, 36
24, 23.28, 36
25, 22.76, 37
26, 23.92, 36
27, 23.97, 35
28, 25.87, 37
30, 22.93, 37
29, 25.77, 35
