Seed, Runtime(s), mecmin
2, 5.79, 80
1, 6.68, 81
3, 6.39, 104
4, 6.42, 104
5, 6.69, 101
6, 6.79, 81
8, 6.22, 83
7, 6.68, 104
10, 6.56, 101
9, 6.75, 81
12, 6.33, 80
11, 6.38, 83
14, 5.96, 86
13, 6.43, 81
16, 6.47, 92
15, 6.74, 105
18, 6.38, 93
17, 6.78, 105
19, 6.60, 83
20, 6.61, 81
21, 6.34, 80
22, 6.47, 95
24, 6.13, 81
23, 6.74, 86
25, 6.20, 101
26, 6.79, 105
28, 6.40, 81
27, 6.67, 81
29, 6.39, 89
30, 6.50, 80
