Seed, Runtime(s), mecmin
1, 11.11, 36
2, 12.73, 36
3, 12.37, 36
4, 12.78, 36
5, 12.96, 38
6, 13.30, 37
8, 12.16, 36
7, 13.19, 38
9, 13.36, 36
10, 13.65, 38
12, 12.24, 35
11, 12.99, 33
14, 12.76, 35
13, 12.87, 38
16, 11.84, 35
15, 13.63, 36
17, 12.40, 35
18, 12.63, 35
19, 12.77, 38
20, 12.89, 38
21, 13.18, 36
22, 14.21, 35
23, 13.30, 38
24, 13.43, 36
25, 11.77, 34
26, 13.17, 36
28, 13.60, 38
27, 13.64, 33
29, 12.50, 36
30, 14.04, 35
