Seed, Runtime(s), mecmin
2, 53.56, 20
1, 58.52, 20
4, 55.53, 19
3, 55.68, 19
6, 51.95, 20
5, 51.98, 19
8, 54.40, 19
7, 57.99, 20
10, 55.78, 20
9, 58.58, 20
12, 53.62, 19
11, 55.71, 20
13, 55.26, 20
14, 56.67, 20
15, 52.74, 18
16, 55.19, 20
17, 52.13, 20
18, 55.95, 20
19, 57.20, 20
20, 59.75, 20
22, 54.05, 20
21, 60.68, 20
24, 55.32, 20
23, 56.21, 19
25, 51.89, 20
26, 58.12, 19
28, 52.60, 20
27, 59.03, 20
30, 56.19, 20
29, 56.69, 20
