Seed, Runtime(s), mecmin
2, 21.56, 42
1, 22.26, 42
3, 21.16, 41
4, 21.50, 39
6, 21.08, 42
5, 23.11, 44
8, 19.82, 48
7, 20.89, 39
10, 20.93, 39
9, 21.00, 42
12, 19.88, 45
11, 20.24, 41
14, 20.61, 38
13, 21.15, 38
15, 21.28, 41
16, 21.39, 41
18, 22.52, 41
17, 23.74, 41
20, 23.08, 44
19, 23.93, 45
21, 21.53, 39
22, 22.66, 42
24, 23.32, 39
23, 23.60, 41
25, 20.61, 40
26, 23.00, 41
28, 21.64, 41
27, 24.25, 41
30, 20.47, 47
29, 24.03, 38
