Seed, Runtime(s), mecmin
2, 16.26, 23
1, 17.69, 23
3, 15.95, 23
4, 16.58, 23
6, 14.97, 26
5, 17.14, 23
8, 15.79, 26
7, 16.38, 23
9, 14.83, 26
10, 16.39, 23
12, 15.96, 23
11, 17.38, 23
13, 15.68, 24
14, 16.28, 24
15, 16.70, 26
16, 17.07, 23
17, 15.05, 26
18, 16.04, 24
19, 17.02, 23
20, 17.64, 23
21, 20.21, 23
22, 20.84, 23
23, 15.92, 23
24, 16.89, 23
25, 16.81, 23
26, 17.92, 26
27, 16.70, 23
28, 17.78, 23
30, 15.62, 23
29, 16.82, 26
